"action","keyword","token","upos","xpos","n_docs"
"x","chloroplast","chloroplasts,chloroplast,Chloroplast","NOUN,ADJ,VERB,ADV","NNS,NN,JJ,VBN,VB,RBS,RB",202
"x","cholecystokinin","cholecystokinin,Cholecystokinin","NOUN,VERB,PROPN,ADP","NN,VB,NNP,IN",24
"","cholest","cholest","ADJ,NOUN,VERB","JJS,NN,VB",54
"","cholesta","cholesta","NOUN","NN",28
"","cholestasis","cholestasis","NOUN","NN",43
"","cholesterol","cholesterol,Cholesterol,CHOLESTEROL","NOUN,ADV,PROPN,VERB,ADJ,INTJ,AUX","NN,RB,NNP,VB,JJ,UH,MD",614
"","choline","choline,Choline","NOUN,PROPN,VERB,NUM","NN,NNP,VB,CD",157
"","cholinergic","cholinergic","ADJ,NOUN","JJ,NN",37
"","chondrocyte","chondrocytes,chondrocyte,Chondrocyte","NOUN,VERB,ADJ","NNS,NN,VB,JJ",118
"","chondrodysplasia","chondrodysplasia,chondrodysplasias,chondrodysplasia.","NOUN,PROPN","NN,NNS,NNP",34
"","chondroitin","Chondroitin,chondroitin","ADP,NOUN,VERB,X,PROPN","IN,NN,VB,GW,VBN,NNP",123
"","chorea","chorea,Chorea","NOUN,PROPN","NN,NNP",24
"","chorion","chorion","NOUN","NN",31
"chorion","chorionic","chorionic,Chorionic","ADJ,PROPN","JJ,NNP",41
"","chorismate","chorismate","NOUN,ADJ,VERB","NN,JJ,VB",33
"","choroid","choroid,CHOROID,Choroid","NOUN,ADJ,X,VERB,PROPN","NN,JJ,AFX,VB,NNP,VBN,VBD",108
"choroid","choroidal","choroidal,Choroidal","ADJ,NOUN,PROPN","JJ,NN,NNP",31
"x","chromaffin","chromaffin","ADJ,NOUN","JJ,NN",21
"x","chromatid","chromatids,chromatid,CHROMATIDS","NOUN,ADJ,AUX,VERB","NNS,NN,JJ,VBD,VBN",203
"x","chromatin","chromatin,Chromatin","NOUN,ADP,PROPN,VERB,ADV,ADJ,X","NN,IN,NNP,VB,VBN,RB,JJ,GW",617
"","chromatophore","chromatophore,chromatophores","NOUN,ADP,ADV","NN,NNS,IN,RBR",27
"","chromophore","chromophore,chromophores,Chromophore","ADJ,NOUN,ADV","JJ,NN,NNS,RBR",27
"","chromoplast","chromoplast","NOUN,ADJ","NN,JJ",20
"chromosome","chromosomal","chromosomal,Chromosomal","ADJ,NOUN,X,VERB","JJ,NN,FW,VB",473
"","chromosome","chromosome,chromosomes,Chromosome,chromosome:,Chromosomes,CHROMOSOME,CHROMOSOMES","NOUN,AUX,ADJ,DET,PROPN,PUNCT,VERB,ADV,PRON","NN,NNS,VBZ,JJ,DT,NNP,,,VBP,VBN,VB,NNPS,RB,PRP",7721
"","chronic","chronic,Chronic,CHRONIC,chronic.","ADJ,NOUN,PROPN,SYM","JJ,NN,NNP,NFP",620
"","chylomicron","chylomicron,Chylomicron,Chylomicrons,chylomicrons","NOUN,PROPN","NN,NNP,NNS",54
"","ciliary","ciliary,Ciliary","ADJ,NOUN,VERB,X,PROPN","JJ,NN,VB,GW,NNP",340
"","ciliated","ciliated","VERB,ADJ","VBN,VBD,JJ",39
"","ciliogenesis","ciliogenesis","NOUN,VERB,PRON,ADJ","NN,VBZ,DT,JJ",30
"","ciliopathy","ciliopathy","NOUN,ADJ","NN,JJ",20
"","cilium","cilia,cilium,Cilia,cilia.,CILIA","NOUN,VERB,ADJ,X,PROPN","NN,NNS,VB,JJ,ADD,NNP",350
"","cinnamic","cinnamic","ADJ","JJ",22
"","circadian","circadian","ADJ,NOUN","JJ,NN",108
"x","circle","circle,circles,circling","NOUN","NN,NNS",39
"x","circular","circular,Circular","ADJ,NOUN","JJ,NN",82
"circulation","circulate","circulates,circulating,circulate,Circulating","VERB,NOUN,ADJ,PROPN","VBZ,VBG,NN,VBP,VB,NNS,JJ,NNP",244
"","circulation","circulation,CIRCULATION,Circulation","NOUN,PROPN","NN,NNP",808
"circulation","circulatory","circulatory","ADJ,NOUN","JJ,NN",114
"x","circumference","circumference,circumferences","NOUN","NN,NNS",59
"x","circumscribe","circumscribed,Circumscribed,circumscribe","VERB,ADJ,NOUN","VBN,JJ,VBD,NN",77
"x","circumstance","circumstances,circumstance","NOUN","NNS,NN",32
"","cirrhosis","cirrhosis","NOUN,VERB","NN,VBZ",28
"x","cis","Cis,cis","PROPN,NOUN,DET,VERB","NNP,NNS,DT,NN,NNPS,VBZ",519
"","cisterna","cisterna","NOUN,PROPN","NN,NNP",45
"cisterna","cisternae","cisternae","NOUN,PROPN","NN,NNS,NNP",43
"x","citrate","citrate,Citrate","NOUN,VERB,ADJ","NN,VB,JJ,VBP",93
"","citrulline","citrulline,citrullines,Citrulline","NOUN,NUM,VERB,PROPN","NN,CD,NNS,VB,NNP",36
"x","clamp","clamp,clamping","NOUN,VERB","NN,VBG",22
"x","class","class,classes,Class,classed,Classes","NOUN,VERB,PROPN","NN,NNS,VB,VBN,NNP,VBZ",1724
"x","classic","classic,Classic","ADJ,NOUN","JJ,NN",26
"x","classical","classical,Classical","ADJ","JJ",157
"x","classification","classification,Classification","NOUN,PROPN","NN,NNP",28
"x","classify","classified,classify,classifies,classifying","VERB,ADJ,NOUN","VBN,JJ,VBP,NNS,VBD,VBG,VB",236
"","clathrin","clathrin","NOUN,VERB,ADJ,ADP,X","NN,VBP,VB,JJ,IN,GW,VBG",262
"","claudin","claudin","NOUN","NN",27
"","clavicle","clavicle,clavicles","NOUN","NN,NNS",40
"x","cleaf","cleaves,Cleaves","NOUN,PROPN","NNS,NNP,NN",36
"clearance","clear","cleared,clear,clears,clearing,Clear","ADJ,NOUN,VERB","JJ,NNS,VBN,VBZ,NN,VBG,VB",152
"","clearance","clearance","NOUN","NN",160
"x","clearly","clearly","ADV","RB",22
"","cleavage","Cleavage,cleavage,cleavages","NOUN,VERB","NN,NNS,VB",670
"cleavage","cleave","cleaved,cleft,cleaves,cleave,cleaving,clove,clefts,Cleft,cloven,CLEFT,Clefts","VERB,NOUN,ADJ,PROPN","VBN,NN,VBZ,VB,VBG,JJ,NNS,VBD,VBP,NNP",4674
"x","cleistothecium","cleistothecium","NOUN","NN",21
"x","clinical","clinical,Clinical","ADJ,PROPN,X","JJ,NNP,FW",475
"x","clinically","clinically,Clinically","ADV","RB",132
"x","clock","clock","NOUN","NN",22
"clone","clonal","clonal,Clonal","ADJ,NOUN","JJ,NN",25
"","clone","clone,cloned,cloning,Cloning,clones","NOUN,VERB","NN,VBN,VBG,VBD,NNS",29
"","clonic","clonic","NOUN,ADJ","NN,JJ",64
"x","close","closed,close,closing,closes,closest,closer,CLOSED","ADJ,VERB,NOUN,ADV,PROPN","JJ,VBN,VB,NN,NNS,VBZ,JJS,VBG,RB,JJR,VBD,NNP,VBP,RBR",288
"x","closely","closely","ADV","RB",227
"","clostridium","Clostridium,Clostridia,clostridium","PROPN,NOUN","NNP,NN",28
"x","closure","closure,Closure","NOUN","NN",178
"","clot","clotting,clot,clots,clotted,clot.,Clot","NOUN,VERB,PART","NN,VBG,NNS,VBN,RB,VB",211
"x","club","club,clubbing,clubs","NOUN,VERB","NN,VBG,NNS",24
"x","clump","clumped,clumping,clump,clumps,Clumping,Clumped","VERB,NOUN,AUX","VBN,NN,VB,VBG,NNS,VBD",21
"x","cluster","clusters,clustering,clustered,cluster,Clustered,Clusters","NOUN,VERB,ADJ","NNS,NN,VBN,VBD,VBG,JJ,VB",1723
"x","cm","cm","NOUN","NN,NNS",76
"x","co","co,COS","X,NOUN,PROPN,ADV,VERB","AFX,NN,NNP,RB,VB",244
"","coactivator","coactivator,coactivators","NOUN","NN,NNS",115
"","coagulation","coagulation,Coagulation","NOUN,X","NN,GW",284
"x","coal","coal,Coal","NOUN,ADJ","NN,JJ",21
"x","coarse","coarse,Coarse,coarsest,coarsely","NOUN,ADJ,VERB,ADV","NN,JJS,VBP,JJ,JJR,RB,VB",50
"x","coat","coated,coat,coats,coating,Coated","VERB,NOUN,ADJ","VBN,NN,VBD,NNS,VBG,JJ,VBZ,VBP,VB",410
"x","cobalamin","cobalamin,Cobalamin","NOUN,ADP,VERB,ADJ,PROPN","NNS,NN,IN,VB,JJ,NNP",52
"x","cobalt","cobalt,Cobalt","NOUN,VERB,PROPN","NN,VB,VBN,NNP",63
"","cocaine","cocaine,Cocaine","NOUN,PROPN,VERB,ADJ,NUM","NN,NNP,VB,JJ,CD",48
"cochlear","cochlea","cochlea,cochleae","NOUN","NN,NNS",82
"","cochlear","cochlear","ADJ,NOUN,VERB","JJ,NN,VB",99
"x","code","coded,coding,code,codes","VERB,NOUN,ADJ","VBN,NN,VBG,JJ,VBZ,VBP,NNS,VB",6723
"x","codon","codon,codons","NOUN,X,ADP,PROPN,NUM","NN,NNS,GW,IN,NNP,CD",454
"","coenzyme","coenzymes,coenzyme,Coenzyme","NOUN,VERB,DET,PROPN,ADJ","NNS,NN,VB,DT,NNP,VBD,VBP,JJ",481
"","cofactor","cofactor,cofactors,Cofactors,Cofactor","NOUN,PROPN","NN,NNS,NNP",360
"cognition","cognate","cognate","ADJ,NOUN,VERB","JJ,NN,VB",63
"","cognition","cognition","NOUN","NN",29
"cognition","cognitive","cognitive,Cognitive","ADJ,NOUN,VERB","JJ,NN,VB",337
"","cohesin","cohesin,cohesins","NOUN,VERB","NN,VB,VBP,NNS",79
"","cohesion","cohesion","NOUN","NN",96
"x","coil","coil,coiled,coils,coiling","NOUN,ADJ,VERB","NN,JJ,VBN,VBZ,NNS",451
"x","cold","cold,colds","ADJ,VERB,NOUN","JJ,VB,NN,NNS",94
"x","coli","coli","NOUN,PROPN,X","NN,NNS,NNP,AFX",96
"","colitis","colitis,Colitis","NOUN,PROPN","NNS,NNP",38
"","collagen","collagen,Collagen,collagens,Collagens","NOUN,ADJ,PROPN,VERB,NUM,ADV","NNS,NN,JJ,NNP,VBN,CD,VB,RB,VBZ",626
"collagen","collagenous","collagenous","ADJ,NOUN","JJ,NN",30
"x","collapse","collapses,collapse,collapsing,collapsed,Collapse","NOUN,VERB","NNS,NN,VBG,VBN,VB",47
"x","collateral","collateral,Collateral,collaterals","NOUN","NN,NNS",46
"x","collect","collecting,collect,collects,collected","VERB,NOUN,ADJ","VBG,NN,VB,VBZ,NNS,VBN,JJ,VBP",113
"x","collection","collection,collections,Collection","NOUN","NN,NNS",99
"x","collectively","collectively,Collectively","ADV","RB",61
"","coloboma","colobomas,coloboma,colobomata","NOUN","NNS,NN",32
"x","colocalizes","colocalizes","VERB","VBZ",20
"","colon","colon,COLON","NOUN,ADP,PROPN","NN,IN,NNP",190
"colon","colonic","colonic,Colonic","ADJ,NOUN","JJ,NN",25
"x","colony","colony,colonies","NOUN","NN,NNS",101
"x","color","coloring,colored,color,colors,color.","NOUN,VERB,ADJ,PROPN","NN,VBN,NNS,JJ,NNP,VBD",1413
"x","colorectal","colorectal,Colorectal","NOUN,ADJ","NN,JJ",104
"x","colorless","colorless","ADJ","JJ,JJS",68
"x","column","column,columns","NOUN","NN,NNS",126
"x","columnar","columnar,Columnar","ADJ,NOUN,PROPN,VERB","JJ,NN,NNP,VB",63
"","coma","coma,coma.,Coma","NOUN,ADP,PROPN","NN,IN,NNP",42
"x","combination","combinations,combination,Combinations","NOUN","NNS,NN",268
"x","combine","combines,combined,combine,combining,Combining,Combined","VERB,NOUN","VBZ,VBN,VBD,VBP,NNS,NN,VBG,VB",650
"x","come","coming,come,came,comes","VERB","VBG,VBP,VB,VBD,VBZ,VBN",50
"","commissure","commissure,commissures","NOUN","NN,NNS",45
"x","commit","commits,committed,committing,commit","NOUN,VERB,ADJ","NNS,VBZ,JJ,VBG,VBN,VB,VBD,NN",152
"x","commitment","commitment,Commitment","NOUN","NN",361
"x","common","common,Common,commonest","ADJ,VERB,PROPN","JJ,VB,NNP,JJS",804
"x","commonly","commonly,Commonly","ADV,ADJ,NOUN","RB,JJ,NN",2231
"communication","communicate","communicating,communicates,communicate","ADJ,VERB,NOUN","JJ,VBZ,NNS,VB,VBG,VBP,NN",78
"","communication","communication,communications","NOUN","NN,NNS",206
"x","compact","compact,compacted,compacting","ADJ,VERB,NOUN","JJ,VBN,NN,VB,VBG",96
"x","compaction","Compaction,compaction","NOUN","NN",76
"x","compare","compared,Compared,compares","VERB","VBN,VBD,VBZ",268
"x","comparison","comparisons,comparison,Comparison","NOUN","NNS,NN",23
"x","compartment","compartments,compartment,Compartment","NOUN,ADJ","NNS,NN,JJ",335
"x","compensate","Compensating,compensated,compensating,compensate","VERB","VBG,VBN,VB,VBP",30
"x","compensation","compensation","NOUN","NN",22
"x","compete","competes,competing,compete","VERB,NOUN","VBZ,NNS,VBG,VB,VBP,NN",35
"x","competence","competence","NOUN","NN",20
"x","competent","competent","NOUN,ADJ","NN,JJ",20
"x","competitive","competitive,Competitive","ADJ","JJ",22
"x","complement","complement,complements,Complement,complementing,complemented","NOUN,ADJ,VERB,PROPN","NN,JJ,VBZ,VB,NNS,NNP,VBG,VBD,VBN",429
"x","complementary","complementary","ADJ,VERB,NOUN","JJ,VB,NN",45
"x","complementation","complementation","NOUN","NN",70
"x","complete","complete,completing,completes,completed,Complete","ADJ,VERB","JJ,VBG,VB,VBZ,VBN,VBP",600
"x","completely","completely","ADV","RB",108
"x","completion","completion,Completion","NOUN","NN",45
"x","complex","complex,complexes,complexed,Complex,complexing,complex.,Complexes","NOUN,ADJ,SYM,VERB,PROPN,X,NUM","NN,NNS,JJ,SYM,VBN,NNP,VB,ADD,VBZ,VBG,CD,NFP",11607
"x","complication","complications,complication,Complications,COMPLICATIONS,Complication","NOUN","NNS,NN",93
"x","component","components,component,Components,Component,component.","NOUN,VERB,ADJ,PROPN","NNS,NN,VBP,JJ,NNP",2404
"x","compose","composed,composing,compose,Composed","VERB","VBN,VBG,VBP,VBD,VB",1873
"x","composition","composition,compositions","NOUN","NN,NNS",206
"","compound","compounds,compound,COMPOUNDS,Compound","NOUN,ADJ,VERB,PROPN","NNS,NN,JJ,VB,VBN,VBZ,VBD,NNP",2997
"x","compression","compression,Compression","NOUN,PROPN","NN,NNP",53
"x","comprise","comprises,comprising,comprise,comprised,Comprises,Comprised","VERB,NOUN,AUX,PROPN","VBZ,VBG,VBP,VB,VBN,NNS,NNP,NN",676
"x","compromise","compromised,compromise,compromising,compromises","VERB,NOUN","VBN,NN,VBG,VBZ,VB",27
"x","compute","COMPUTED,computed","VERB,ADJ","VBN,JJ",32
"x","concentrate","concentrated,concentrating,concentrate,concentrates","VERB,ADJ,NOUN","VBN,JJ,VBG,VB,NN,VBP,VBZ,NNS",75
"x","concentration","concentration,concentrations,Concentration","NOUN,PROPN","NN,NNS,NNP",1632
"x","concentric","concentric,Concentric","ADJ","JJ",35
"x","concept","concept,concepts,Concepts","NOUN","NN,NNS",44
"x","concern","concern,concerning,concerned","NOUN,VERB,ADJ","NN,VBG,JJ",29
"x","concomitant","concomitant","ADJ,VERB,NOUN","JJ,VB,VBZ,NN",73
"x","condensation","condensation,condensations","NOUN","NN,NNS",112
"x","condense","condense,condensed,condensing","NOUN,VERB,ADJ","NN,VBN,VBP,JJ,VB,VBG",66
"x","condition","conditions,conditioned,condition,conditioning,Conditions,Condition","NOUN,VERB","NNS,VBN,NN,VBD,VBG",1294
"x","conduct","conducting,conducts,conduct,conducted,CONDUCTING,Conduct","NOUN,VERB","NN,VBG,VBZ,NNS,VBP,VBN,VB",76
"x","conductance","conductance","NOUN","NN",55
"x","conduction","conduction,Conduction,conductions","NOUN","NN,NNS",150
"x","conductive","conductive","ADJ","JJ",27
"x","cone","cone,Cone,cones,coned","NOUN,ADJ,PROPN,NUM,PRON,VERB","NN,JJ,NNP,CD,NNS,PRP,VBN",357
"x","confer","confers,conferring,confer,conferred,Confers,Conferred","VERB,NOUN","VBZ,VBG,VB,NNS,VBN,VBP,NN",130
"x","configuration","configuration,configurations","NOUN","NN,NNS",101
"x","confine","confined,confining,Confining,confine,confines","VERB,NOUN","VBN,VBG,VB,NNS,VBD",73
"x","conformation","conformation,conformations","NOUN","NN,NNS",64
"x","conformational","conformational,Conformational","ADJ","JJ",87
"x","confuse","confused,confusing,confuse","VERB,ADJ","VBN,JJ,VB",25
"x","confusion","confusion,Confusion","NOUN","NN",32
"x","congenita","congenita","NOUN,ADP","NN,IN",56
"x","congenital","congenital,Congenital,CONGENITAL","ADJ,NOUN,PROPN,VERB","JJ,NN,NNP,VB",1259
"x","congestive","congestive","ADJ,NOUN","JJ,NN",20
"x","conical","conical","ADJ","JJ",26
"x","conidiophore","conidiophores,conidiophore","NOUN,ADJ","NNS,NN,JJ",44
"x","conidium","conidia,Conidia,conidium","NOUN,PROPN","NN,NNP,NNS",30
"x","conjugate","conjugated,conjugate,conjugates,conjugating","ADJ,VERB,NOUN","JJ,VBN,NN,NNS,VB,VBG,VBZ,VBP",276
"x","conjugation","conjugation,Conjugation","NOUN","NN",178
"x","conjunction","conjunction","NOUN","NN",32
"x","conjunctiva","conjunctiva.,conjunctiva,conjunctivae","NOUN","NN",62
"x","conjunctival","conjunctival,Conjunctival","ADJ,NOUN","JJ,NN",36
"x","conjunctivitis","conjunctivitis,Conjunctivitis","NOUN,PROPN","NNS,NNP",29
"x","connect","connect,connected,connecting,connects,Connects","VERB,NOUN,ADJ","VBP,VBN,VBG,VBZ,VBD,VB,NN,JJ",415
"x","connection","connection,connections,Connection","NOUN","NN,NNS",212
"x","connective","connective,Connective","ADJ,NOUN","JJ,NN",393
"x","connexin","connexins,connexin","NOUN,X,VERB,ADJ","NNS,NN,GW,VB,JJ,VBP",38
"x","consciousness","consciousness,Consciousness","NOUN","NN",43
"x","consecutive","consecutive","ADJ,NOUN","JJ,NN",28
"x","consensus","consensus,Consensus","NOUN,CCONJ,PROPN,ADJ","NN,CC,NNP,JJ",93
"x","consequence","consequence,consequences","NOUN","NN,NNS",196
"x","consequent","consequent","ADJ,NOUN","JJ,NN",26
"x","consequently","consequently,Consequently","ADV","RB",29
"x","conserve","conserved,conserve,Conserved,conserving","VERB,ADJ,NOUN","VBN,JJ,VB,VBD,NN,VBG",1109
"x","consider","considered,consider,Consider,considering","VERB","VBN,VBD,VB,VBG,VBP",243
"x","considerable","considerable,Considerable","ADJ","JJ",32
"x","consist","consisting,consist,consists,consisted,Consists","NOUN,VERB","NN,VBG,VB,VBZ,NNS,VBP,VBN",2113
"x","consistent","consistent,Consistent","ADJ,VERB","JJ,VB",77
"x","constant","constant,constants,Constant","ADJ,NOUN","JJ,NNS,NN",145
"x","constituent","constituent,constituents,Constituents","ADJ,NOUN","JJ,NNS,NN",601
"x","constitute","constituting,constitutes,constitute,Constitutes","VERB,NOUN","VBG,VBZ,VBP,VB,NNS,NN",187
"x","constitutive","constitutive,Constitutive","ADJ","JJ",55
"x","constitutively","constitutively","ADV","RB",38
"x","constriction","constriction,constrictions,Constriction","NOUN","NN,NNS",141
"x","consumption","consumption","NOUN","NN",49
"x","contact","contact,contacts,contacting,contacted,Contact","NOUN,VERB","NN,NNS,VBP,VBZ,VB,VBG,VBN",349
"x","contagious","contagious,Contagious","ADJ","JJ",23
"x","contain","contain,contains,containing,contained,Contains,Contain","VERB,NOUN","VBP,VBZ,VBG,VB,VBD,VBN,NN,NNS",6370
"x","contaminate","contaminate,contaminated","VERB","VB,VBP,VBD,VBN",48
"x","content","contents,content,Contents,content.,CONTENTS","NOUN,PROPN,ADJ","NNS,NN,NNP,JJ",218
"x","context","context,contexts","NOUN","NN,NNS",104
"x","contiguous","contiguous","ADJ,VERB","JJ,VB",63
"x","continue","continues,continued,continuing,continue,Continued","VERB,NOUN","VBZ,VBD,VBG,VB,VBP,VBN,NNS",75
"x","continuity","continuity","NOUN","NN",36
"x","continuous","continuous,Continuous","ADJ,VERB,CCONJ","JJ,VB,VBP,CC",129
"x","contour","contour,contours,contouring","NOUN","NN,NNS",52
"contraction","contract","contracting,contract,contracts,contracted","VERB,NOUN","VBG,VB,NN,VBZ,VBN,NNS",51
"contraction","contractile","contractile","NOUN,ADJ","NN,JJ",229
"contraction","contraction","contraction,contractions,Contractions,Contraction","NOUN","NN,NNS",661
"contraction","contracture","contracture,contractures,Contractures","NOUN","NN,NNS",102
"x","contralateral","contralateral","ADJ,NOUN","JJ,NN",24
"x","contrast","contrast,contrasted,Contrast,contrasting","NOUN,VERB,ADJ,PROPN","NN,VBN,JJ,NNP,VB,VBG",133
"x","contribute","contributes,contribute,contributing,Contributes,contributed,Contributing","VERB,NOUN","VBZ,VBP,VBG,NN,VB,NNS,VBN",1055
"x","control","controls,control,controlled,controlling,Control,controling","VERB,NOUN,PROPN","VBZ,NN,VBN,VBP,VBG,VB,NNS,NNP",1170
"x","conventional","conventional,Conventional","ADJ","JJ",50
"x","convergent","convergent,Convergent","ADJ","JJ",34
"x","conversion","conversion,Conversion,conversions","NOUN","NN,NNS",466
"x","convert","converted,converts,convert,converting,Converts","VERB,NOUN,ADJ,ADP","VBN,VB,VBD,NN,JJ,VBZ,VBG,NNS,IN",620
"x","convertase","convertase,convertases","NOUN","NN,NNS",27
"x","convey","conveys,conveyed,convey,conveying","VERB,PRON,NOUN,ADJ","VBZ,VBN,EX,NNS,JJ,VBG,VB,NN,PRP",80
"x","convolute","convoluted","VERB,ADJ","VBN,JJ",85
"x","coordinate","coordinated,Coordinated,coordinates,coordinating,coordinate","VERB,NOUN,ADJ","VBN,NNS,VBG,VBZ,VB,JJ,VBP,NN",167
"x","coordination","coordination","NOUN","NN",75
"x","copalyl","copalyl","NOUN,AUX,ADJ","NN,MD,JJ",23
"x","copper","copper,Copper","NOUN,VERB,X,ADJ,ADV,PROPN","NN,VB,GW,JJR,RB,NNP",183
"x","copy","copies,copy,Copy,copied","NOUN,VERB,ADJ","NNS,NN,VB,VBZ,JJ,VBN",501
"","cord","cord,cords,cord.,Cord,CORDS","NOUN,PROPN,VERB","NN,NNS,NNP,VB",533
"x","core","core,cores,Core,Cores","NOUN,VERB,ADJ","NN,VB,NNS,VBP,JJ",925
"","coreceptor","coreceptor,coreceptors","NOUN","NN,NNS",40
"","corepressor","corepressor,corepressors,Corepressors","NOUN","NN,NNS",44
"x","corneal","Corneal,corneal,CORNEAL","ADJ,NOUN,PROPN","JJ,NN,NNP",222
"x","corneum","cornea,corneum,corneas,cornea.,CORNEA,Cornea","NOUN,PROPN","NN,NNS,NNP",196
"","cornified","cornified","NOUN,VERB,ADJ","NN,VBN,JJ",22
"","coronal","coronal","ADJ,NOUN","JJ,NN",20
"","coronary","coronary,Coronary,CORONARY","ADJ,NOUN,PROPN,DET,VERB","JJ,NN,NNP,DT,VB",162
"","coronavirus","coronavirus,Coronavirus,coronaviruses,Coronaviruses","NOUN,PROPN,ADJ,VERB","NN,NNP,NNS,JJ,NNPS,VB",70
"x","corpus","corpus,corpora,Corpus,corpus.","NOUN,ADJ,PROPN","NN,JJ,NNP",137
"x","correct","correct,corrected,corrects,correcting,Correct","ADJ,VERB,NOUN","JJ,VBN,VBZ,VBG,NN,VB",119
"x","correctly","correctly","ADV","RB",35
"x","correlate","correlated,correlates,correlate,correlating","VERB,NOUN,ADJ","VBN,VBZ,NNS,VB,JJ,NN,VBG",79
"x","correlation","correlation,correlations","NOUN","NN,NNS",23
"x","correspond","corresponding,corresponds,correspond","NOUN,VERB,ADJ","NN,VBZ,VBG,JJ,VB,NNS,VBP",218
"x","corrinoid","corrinoids,corrinoid","NOUN,ADJ,VERB,X","NNS,JJ,NN,VBD,AFX",26
"","cortex","cortex,cortex.,CORTEX","NOUN,PROPN","NN,NNP",545
"cortex","cortical","cortical,Cortical","ADJ","JJ",301
"","corticospinal","corticospinal","ADJ,NOUN","JJ,NN",32
"","corticosteroid","corticosteroids,corticosteroid,Corticosteroids,CORTICOSTEROIDS","NOUN,ADJ,VERB,X","NNS,NN,JJ,VB,AFX",57
"","corticosterone","corticosterone,Corticosterone","NOUN,PROPN,VERB,NUM","NN,NNP,VB,CD",22
"x","corticotropin","corticotropin,Corticotropin","NOUN,VERB,ADP,ADJ","NN,VB,IN,JJ,VBP",88
"x","cortisol","cortisol,Cortisol","NOUN,PROPN,VERB,ADJ,INTJ","NN,NNP,VB,JJ,UH",99
"x","cortisone","cortisone,Cortisone","NOUN,PROPN,PRON,VERB,NUM","NN,NNP,PRP,VB,CD",24
"","cotransporter","cotransporter,cotransporters","NOUN,VERB","NN,VB,NNS",41
"","cotyledon","cotyledon,cotyledons","NOUN,ADP","NN,NNS,IN",23
"","cough","cough,coughing,coughs,Coughing,coughed","NOUN,ADJ,VERB","NN,JJ,VBG,VB,NNS,VBN",123
"x","coumaroyl","coumaroyl","NOUN","NN",38
"x","count","count,counting,counted,counts,count.,Count","NOUN,VERB","NN,VBG,VBN,NNS,VBP",99
"x","counteract","counteract,counteracting,counteracts,counteracted","VERB","VB,VBG,VBZ,VBN",25
"x","counterpart","counterparts,counterpart","NOUN","NNS,NN",80
"x","couple","coupled,coupling,Couples,couples,couple","VERB,NOUN","VBN,VBG,NN,NNS,VBZ,VB",1521
"x","course","course,courses,coursing","NOUN,ADV,VERB","NN,RB,VBP,NNS,VBG",224
"x","covalent","covalent,Covalent","ADJ,NOUN","JJ,NN",244
"x","covalently","covalently,Covalently","ADV,ADJ,VERB","RB,JJ,VBP",165
"x","cover","covers,cover,covered,covering,Covers,coverings","VERB,NOUN,ADJ","VBZ,VB,VBN,VBP,NN,JJ,NNS,VBG,VBD",240
"","covid","COVID","NOUN,VERB","NN,VB,VBN",37
"","cramp","cramping,cramps,cramp,Cramps","NOUN,VERB","NN,NNS,VBG",31
"cranium","cranial","cranial,CRANIAL,Cranial","ADJ,NOUN,PROPN","JJ,NN,NNP",298
"cranium","craniocerebral","CRANIOCEREBRAL,craniocerebral","PROPN,ADJ","NNP,JJ",22
"cranium","craniofacial","craniofacial","ADJ,NOUN","JJ,NN",105
"","craniosynostosis","craniosynostosis,Craniosynostosis","NOUN,PROPN","NN,NNP",34
"","cranium","cranium,Cranium","NOUN,INTJ,PROPN","NN,UH,NNP",32
"x","crease","creases,crease","NOUN","NNS,NN",65
"x","create","create,creating,created,creates","VERB,NOUN","VB,VBG,VBN,VBP,VBZ,VBD,NN",201
"x","creatine","creatine,Creatine","NOUN,PROPN,NUM,ADJ,VERB","NN,NNP,CD,JJ,VB",124
"x","creatinine","creatinine","NOUN,VERB,NUM","NN,VB,CD",25
"x","creation","creation,Creation","NOUN","NN",82
"x","crescent","crescent,crescents,Crescents","NOUN,ADJ","NN,NNS,JJ",22
"x","cresol","cresol","NOUN,PROPN,VERB","NN,NNP,VB",22
"","crest","crest,crests","NOUN","NN,NNS",152
"","cristae","cristae","NOUN,ADJ","NN,NNS,JJ",28
"x","criterion","criteria,criterion,Criteria","NOUN,PROPN","NN,NNS,NNP",36
"x","critical","critical","ADJ","JJ",389
"x","cross","crossing,cross,crosses,crossed,Crossing","NOUN,VERB,PROPN,SCONJ,ADV","NN,VB,VBG,NNP,VBD,IN,VBZ,VBP,VBN,RB,NNS",403
"","crosslink","crosslink,crosslinks","NOUN,VERB","NN,NNS,VBP,VB",30
"crosslink","crosslinking","crosslinking","NOUN,VERB","NN,VBG,VB",23
"x","crown","crown,crowns","ADJ,NOUN","JJ,NN,NNS",22
"x","crucial","crucial","ADJ","JJ",83
"","crus","crura,crus","NOUN,CCONJ,ADJ,ADP","NN,CC,JJ,IN",35
"x","cry","crying,cry,cries","VERB,NOUN","VBG,NN,VBZ",23
"x","crystal","crystals,crystal,Crystal","NOUN,ADJ","NNS,NN,JJ",80
"","crystallin","crystallins,crystallin","NOUN,ADP,ADJ","NNS,IN,NN,JJ",91
"crystallin","crystalline","crystalline,Crystalline","NOUN,NUM,ADJ","NN,CD,JJ",62
"x","cuboidal","cuboidal","ADJ,NOUN,VERB","JJ,NN,VB",39
"x","cue","cues,cue","NOUN","NNS,NN",89
